bounding_rect.y_diff,bounding_rect.width_diff,bounding_rect.height_diff,rotated_rect.rotated_angle_left,rotated_rect.rotated_angle_right,rotated_rect.rotated_angle_diff,contour_feature.ratio_small,contour_feature.ratio_large,label
0.105,0.0,0.005,0.0,0.07916683620876735,0.07916683620876735,0.1757943925233647,2.8542056074766355,1
0.605,0.025,0.185,0.0,0.1051369137234158,0.1051369137234158,3.646901408450704,0.6169014084507038,2
0.045,0.0,0.0,0.0,0.0,0.0,3.2915384615384617,0.2615384615384615,1
0.015,0.0,0.015,0.0,0.0,0.0,0.7030158730158731,2.326984126984127,0
0.035,0.01,0.03,0.0,0.0,0.0,2.8966666666666665,0.13333333333333375,0
0.035,0.025,0.11,0.0,0.0,0.0,0.8644827586206896,2.1655172413793107,0
0.035,0.015,0.02,0.0,0.0,0.0,3.33,0.2999999999999998,0
0.01,0.1,0.19,0.20483279758029513,0.0,0.20483279758029513,4.137692307692308,1.1076923076923073,2
0.005,0.02,0.07,0.0,0.0,0.0,1.3499999999999996,1.6800000000000006,0
0.035,0.005,0.02,0.0,0.0,0.0,2.8966666666666665,0.13333333333333375,0
0.03,0.01,0.015,0.0,0.0,0.0,2.700967741935484,0.3290322580645162,0
0.035,0.015,0.08,0.0,0.0,0.0,0.9299999999999997,2.1000000000000005,0
0.035,0.005,0.02,0.0,0.0,0.0,2.963333333333334,0.06666666666666643,0
0.04,0.015,0.015,0.0,0.0,0.0,3.105862068965517,0.07586206896551673,0
0.075,0.035,0.12,0.0,0.0,0.0,1.311481481481482,1.7185185185185183,0
0.525,0.02,0.175,0.0,0.0,0.0,3.8136065573770495,0.7836065573770492,2
0.04,0.015,0.025,0.0,0.0,0.0,3.105862068965517,0.07586206896551673,0
0.075,0.025,0.125,0.0,0.0,0.0,1.0756140350877192,1.954385964912281,0
0.075,0.005,0.005,0.0,0.09033448961046008,0.09033448961046008,0.20078651685393245,2.829213483146068,0
0.57,0.02,0.175,0.09033448961046008,0.20483277638753256,0.29516726599799264,1.17,4.2,2
0.07,0.025,0.12,0.0,0.0,0.0,1.311481481481482,1.7185185185185183,0
0.04,0.005,0.005,0.0,0.0,0.0,4.639523809523809,1.6095238095238091,0
0.075,0.025,0.125,0.0,0.0,0.0,1.396037735849057,1.6339622641509433,0
0.035,0.005,0.025,0.09033448961046008,0.0,0.09033448961046008,0.6850724637681158,2.3449275362318844,0
0.04,0.01,0.025,0.0,0.0,0.0,2.700967741935484,0.3290322580645162,0
0.035,0.01,0.015,0.0,0.0,0.0,2.765483870967742,0.2645161290322582,0
0.04,0.035,0.125,0.0634510358174642,0.0,0.0634510358174642,0.9390909090909094,2.090909090909091,0
0.045,0.005,0.035,0.0,0.0,0.0,2.700967741935484,0.3290322580645162,0
1.32,0.105,0.345,0.9096655315823026,0.12566587660047743,0.7839996549818251,3.5041573033707865,0.4741573033707862,2
0.29,0.075,0.105,0.11799613104926215,0.12566587660047743,0.007669745551215278,0.2022627737226279,2.8277372262773723,0
0.035,0.01,0.025,0.0,0.0,0.0,2.700967741935484,0.3290322580645162,0
0.045,0.015,0.03,0.0,0.0,0.0,2.5175,0.5125000000000002,0
0.045,0.005,0.005,0.0,0.0,0.0,4.639523809523809,1.6095238095238091,1
0.04,0.005,0.03,0.0,0.0,0.0,2.8966666666666665,0.13333333333333375,0
0.035,0.015,0.015,0.0,0.0,0.0,2.700967741935484,0.3290322580645162,0
0.035,0.015,0.085,0.0,0.0,0.0,1.0267213114754101,2.00327868852459,0
0.035,0.01,0.025,0.0,0.0,0.0,2.700967741935484,0.3290322580645162,0
0.04,0.005,0.015,0.09033446841769749,0.0,0.09033446841769749,3.174827586206897,0.14482758620689662,0
0.035,0.01,0.02,0.0,0.0,0.0,2.8966666666666665,0.13333333333333375,0
0.125,0.01,0.0,0.05292943318684896,0.09717958238389757,0.04425014919704861,0.1678378378378378,2.8621621621621625,1
0.91,0.03,0.215,0.05292943318684896,0.1051369137234158,0.15806634691026475,3.1728571428571426,0.14285714285714235,2
0.04,0.01,0.03,0.0,0.0,0.0,2.8966666666666665,0.13333333333333375,0
0.035,0.015,0.015,0.0,0.0,0.0,3.105862068965517,0.07586206896551673,0
0.055,0.005,0.005,0.0,0.0,0.0,0.45666666666666655,2.5733333333333337,0
0.51,0.015,0.14,0.0,0.0,0.0,0.8783333333333334,3.9083333333333337,2
0.035,0.005,0.015,0.0,0.0,0.0,3.105862068965517,0.07586206896551673,0
1.255,0.17,0.34,0.9208331478966607,0.12566587660047743,0.7951672712961833,4.612608695652174,1.5826086956521737,2
0.25,0.045,0.04,0.09033448961046008,0.12566587660047743,0.03533138699001736,0.1852631578947368,2.8447368421052635,0
0.04,0.015,0.08,0.0,0.0,0.0,1.0966666666666667,1.9333333333333336,0
0.04,0.01,0.025,0.0,0.0,0.0,2.700967741935484,0.3290322580645162,0
0.075,0.0,0.0,0.0,0.07044652303059896,0.07044652303059896,0.19170212765957473,2.8382978723404255,0
0.525,0.02,0.17,0.0,0.0,0.0,3.8966666666666665,0.8666666666666663,2
0.08,0.01,0.01,0.0,0.0,0.0,0.2163636363636363,2.813636363636364,0
0.0,0.015,0.06,0.0,0.10513690312703451,0.10513690312703451,1.2915384615384617,1.7384615384615385,0
0.035,0.01,0.03,0.0,0.0,0.0,2.8966666666666665,0.13333333333333375,0
0.01,0.0,0.0,0.0,0.0,0.0,0.33000000000000007,2.7,0
0.02,0.0,0.015,0.0,0.0,0.0,0.8018309859154931,2.228169014084507,0
0.035,0.01,0.075,0.0,0.0,0.0,0.9994915254237293,2.030508474576271,0
0.07,0.005,0.0,0.0,0.0,0.0,0.221304347826087,2.8086956521739133,0
0.52,0.015,0.165,0.0,0.0,0.0,4.016440677966102,0.9864406779661019,2
0.04,0.01,0.02,0.0,0.0,0.0,3.33,0.2999999999999998,0
0.07,0.005,0.0,0.0,0.09033448961046008,0.09033448961046008,0.2522222222222221,2.777777777777778,0
0.52,0.01,0.155,0.0,0.0,0.0,4.050338983050848,1.0203389830508476,2
0.05,0.0,0.03,0.0,0.06345104641384548,0.06345104641384548,1.663333333333333,1.3666666666666671,1
0.04,0.01,0.02,0.0,0.0,0.0,2.963333333333334,0.06666666666666643,0
0.035,0.005,0.025,0.0,0.0,0.0,2.700967741935484,0.3290322580645162,0
0.035,0.01,0.02,0.0,0.0,0.0,2.8966666666666665,0.13333333333333375,0
0.075,0.025,0.12,0.0,0.0,0.0,1.311481481481482,1.7185185185185183,0
0.08,0.005,0.015,0.0,0.09033448961046008,0.09033448961046008,0.2782758620689654,2.751724137931035,0
0.01,0.005,0.02,0.05771586100260417,0.0,0.05771586100260417,0.6014285714285714,2.428571428571429,0
0.035,0.015,0.015,0.0,0.0,0.0,2.700967741935484,0.3290322580645162,0
0.035,0.01,0.03,0.0,0.0,0.0,2.963333333333334,0.06666666666666643,0
0.07,0.025,0.12,0.0,0.0,0.0,1.311481481481482,1.7185185185185183,0
0.045,0.0,0.015,0.0,0.0,0.0,1.0756140350877192,1.954385964912281,0
0.035,0.01,0.02,0.0,0.0,0.0,3.33,0.2999999999999998,0
0.135,0.02,0.15,0.0,0.1256659189860026,0.1256659189860026,3.055806451612903,0.025806451612902848,2
0.045,0.005,0.0,0.0,0.0,0.0,4.557272727272728,1.5272727272727273,1
0.035,0.01,0.025,0.0,0.0,0.0,3.105862068965517,0.07586206896551673,0
0.035,0.01,0.025,0.0,0.0,0.0,3.174827586206897,0.14482758620689662,0
0.035,0.01,0.015,0.0,0.0,0.0,3.105862068965517,0.07586206896551673,0
0.52,0.015,0.15,0.0,0.0,0.0,4.196666666666666,1.166666666666666,2
0.03,0.015,0.02,0.0,0.0,0.0,2.5175,0.5125000000000002,0
0.035,0.01,0.015,0.0,0.0,0.0,3.036896551724138,0.006896551724137723,0
0.02,0.035,0.105,0.0,0.05771586100260417,0.05771586100260417,0.887971014492754,2.1420289855072463,1
0.03,0.01,0.025,0.0,0.0,0.0,2.1272972972972974,0.9027027027027028,1
0.035,0.015,0.025,0.0,0.0,0.0,2.700967741935484,0.3290322580645162,0
0.06,0.005,0.0,0.0,0.0,0.0,0.28454545454545466,2.7454545454545456,0
0.52,0.025,0.16,0.0,0.0,0.0,3.9728571428571433,0.9428571428571431,2
0.075,0.005,0.01,0.0,0.09033448961046008,0.09033448961046008,0.16333333333333355,2.8666666666666667,0
0.495,0.025,0.185,0.0,0.15595827102661133,0.15595827102661133,3.8845454545454547,0.8545454545454545,2
0.075,0.025,0.12,0.0,0.0,0.0,1.3485185185185182,1.681481481481482,0
0.08,0.005,0.015,0.0,0.09033448961046008,0.09033448961046008,0.20078651685393245,2.829213483146068,0
0.575,0.025,0.17,0.09033448961046008,0.0,0.09033448961046008,1.17,4.2,2
0.035,0.01,0.065,0.0,0.0,0.0,1.0672881355932207,1.9627118644067796,0
0.05,0.005,0.005,0.0,0.0,0.0,4.395217391304348,1.3652173913043475,1
0.035,0.01,0.02,0.0,0.0,0.0,2.8966666666666665,0.13333333333333375,0
0.015,0.005,0.02,0.0,0.0,0.0,0.3941025641025644,2.635897435897436,0
0.04,0.005,0.03,0.0,0.0,0.0,2.5175,0.5125000000000002,0
0.01,0.01,0.03,0.0,0.0,0.0,0.5358823529411767,2.4941176470588236,0
0.035,0.015,0.015,0.0,0.0,0.0,2.700967741935484,0.3290322580645162,0
0.02,0.005,0.025,0.0,0.0,0.0,0.5691304347826089,2.4608695652173913,0
0.04,0.015,0.03,0.0,0.0,0.0,2.5175,0.5125000000000002,0
0.045,0.01,0.035,0.0,0.0,0.0,2.700967741935484,0.3290322580645162,0
0.01,0.0,0.01,0.0,0.0,0.0,0.22655172413793112,2.803448275862069,0
0.09,0.01,0.02,0.10513695610894097,0.09033448961046008,0.014802466498480903,0.23909090909090924,2.790909090909091,0
0.485,0.035,0.18,0.10513695610894097,0.0,0.10513695610894097,3.7942857142857145,0.7642857142857142,2
0.04,0.015,0.035,0.0,0.0,0.0,2.700967741935484,0.3290322580645162,0
0.04,0.01,0.025,0.0,0.0,0.0,3.105862068965517,0.07586206896551673,0
0.655,0.0,0.18,0.20483279758029513,0.5704465654161242,0.365613767835829,1.3826315789473682,1.647368421052632,2
0.04,0.01,0.035,0.0,0.0,0.0,2.700967741935484,0.3290322580645162,0
0.04,0.02,0.085,0.0,0.0,0.0,1.0756140350877192,1.954385964912281,0
0.075,0.025,0.12,0.0,0.0,0.0,1.311481481481482,1.7185185185185183,0
0.04,0.005,0.0,0.15595821804470486,0.0,0.15595821804470486,4.246666666666667,1.2166666666666668,0
0.035,0.015,0.02,0.0,0.0,0.0,2.5175,0.5125000000000002,0
0.01,0.01,0.02,0.0,0.0,0.0,0.7009677419354841,2.329032258064516,0
0.04,0.01,0.02,0.0,0.0,0.0,2.8966666666666665,0.13333333333333375,0
0.05,0.01,0.04,0.09033448961046008,0.12566587660047743,0.03533138699001736,3.0175,0.012500000000000178,0
0.035,0.015,0.025,0.0,0.0,0.0,2.700967741935484,0.3290322580645162,0
0.04,0.01,0.02,0.0,0.0,0.0,3.33,0.2999999999999998,0
0.035,0.015,0.02,0.0,0.0,0.0,2.8966666666666665,0.13333333333333375,0
0.035,0.01,0.02,0.0,0.0,0.0,3.33,0.2999999999999998,0
0.035,0.005,0.02,0.0,0.0,0.0,2.8966666666666665,0.13333333333333375,0
0.04,0.01,0.02,0.0,0.0,0.0,3.33,0.2999999999999998,0
0.03,0.015,0.04,0.0,0.0,0.0,0.694864864864865,2.3351351351351353,1
0.155,0.0,0.02,0.07916683620876735,0.139208984375,0.06004214816623264,0.2455844155844158,2.7844155844155845,1
0.97,0.05,0.23,0.07916683620876735,0.09033446841769749,0.16950130462646484,3.1692857142857145,0.13928571428571423,2
0.015,0.0,0.025,0.0,0.0,0.0,0.6166666666666667,2.4133333333333336,0
0.035,0.005,0.02,0.0,0.0,0.0,2.963333333333334,0.06666666666666643,0
0.075,0.025,0.125,0.0,0.0,0.0,1.2300000000000004,1.7999999999999998,0
0.08,0.005,0.02,0.0,0.10513695610894097,0.10513695610894097,0.31837209302325586,2.7116279069767444,0
0.575,0.02,0.16,0.10513695610894097,0.29516722361246744,0.4003041797214084,1.0499999999999998,4.08,2
0.045,0.005,0.0,0.0,0.0,0.0,3.3633333333333333,0.33333333333333304,1
0.04,0.01,0.025,0.0,0.0,0.0,3.174827586206897,0.14482758620689662,0
0.075,0.025,0.125,0.0,0.0,0.0,1.396037735849057,1.6339622641509433,0
0.06,0.0,0.005,0.0,0.07044652303059896,0.07044652303059896,0.25857142857142845,2.771428571428572,0
0.59,0.015,0.16,0.07044652303059896,0.0,0.07044652303059896,1.0699999999999998,4.1,2
0.08,0.025,0.125,0.0,0.0,0.0,1.2663636363636366,1.7636363636363637,0
0.075,0.005,0.01,0.0,0.09033448961046008,0.09033448961046008,0.23909090909090924,2.790909090909091,0
0.57,0.02,0.175,0.09033448961046008,0.15595827102661133,0.2462927606370714,1.0915686274509802,4.12156862745098,2
0.045,0.015,0.03,0.0,0.0,0.0,2.5175,0.5125000000000002,0
0.19,0.01,0.005,0.15595821804470486,0.15595821804470486,0.0,0.07271844660194171,2.9572815533980585,0
0.025,0.0,0.015,0.0,0.0,0.0,0.8018309859154931,2.228169014084507,0
0.145,0.005,0.005,0.10513695610894097,0.12566587660047743,0.02052892049153646,0.17306569343065714,2.856934306569343,1
0.8,0.04,0.21,0.10513695610894097,0.0,0.10513695610894097,3.413333333333333,0.38333333333333286,2
0.035,0.015,0.015,0.0,0.0,0.0,2.700967741935484,0.3290322580645162,0
0.15,0.005,0.02,0.09033448961046008,0.12566587660047743,0.03533138699001736,0.19734693877551024,2.83265306122449,0
0.66,0.04,0.17,0.12566587660047743,0.0,0.12566587660047743,0.5033333333333334,3.5333333333333337,2
0.04,0.01,0.025,0.0,0.0,0.0,2.700967741935484,0.3290322580645162,0
0.045,0.0,0.03,0.0,0.0,0.0,2.418235294117647,0.6117647058823534,0
0.035,0.005,0.035,0.0,0.0,0.0,0.9169565217391309,2.1130434782608694,0
0.03,0.02,0.055,0.07044657071431477,0.0,0.07044657071431477,0.6609859154929576,2.3690140845070427,0
0.005,0.02,0.06,0.0634510358174642,0.057715882195366754,0.005735153622097439,1.4699999999999998,1.5600000000000005,0
0.035,0.01,0.015,0.0,0.0,0.0,3.105862068965517,0.07586206896551673,0
0.035,0.01,0.01,0.0,0.0,0.0,2.8966666666666665,0.13333333333333375,0
0.035,0.015,0.02,0.0,0.0,0.0,2.5175,0.5125000000000002,0
0.04,0.01,0.02,0.0,0.0,0.0,2.963333333333334,0.06666666666666643,0
0.815,0.255,0.16,0.7951672659979926,0.0,0.7951672659979926,1.293414634146342,1.7365853658536583,2
0.035,0.01,0.02,0.0,0.0,0.0,2.8966666666666665,0.13333333333333375,0
0.035,0.015,0.025,0.0,0.0,0.0,3.105862068965517,0.07586206896551673,0
0.065,0.02,0.11,0.0,0.0,0.0,1.1403448275862074,1.8896551724137929,0
0.025,0.005,0.02,0.0,0.057715876897176104,0.057715876897176104,0.7466666666666666,2.2833333333333337,0
0.035,0.015,0.01,0.0,0.0,0.0,2.8966666666666665,0.13333333333333375,0
0.04,0.01,0.025,0.0,0.0,0.0,3.105862068965517,0.07586206896551673,0
0.05,0.005,0.015,0.0,0.0,0.0,3.87,0.8399999999999999,0
0.035,0.01,0.02,0.0,0.0,0.0,2.8966666666666665,0.13333333333333375,0
0.075,0.03,0.12,0.0,0.0,0.0,1.1871428571428568,1.8428571428571434,0
0.09,0.005,0.025,0.0,0.07916683620876735,0.07916683620876735,0.3594117647058823,2.670588235294118,0
0.585,0.02,0.155,0.07916683620876735,0.29516722361246744,0.3743340598212348,1.0067346938775508,4.036734693877551,2
0.09,0.005,0.01,0.048874579535590275,0.09033448961046008,0.041459910074869794,0.13769230769230756,2.8923076923076927,1
0.58,0.015,0.165,0.048874579535590275,0.0,0.048874579535590275,3.8734782608695655,0.8434782608695652,2
0.03,0.015,0.06,0.0,0.0,0.0,0.6299999999999999,2.4000000000000004,0
0.005,0.01,0.035,0.0,0.0,0.0,0.6988524590163934,2.331147540983607,0
0.035,0.01,0.02,0.0,0.0,0.0,3.33,0.2999999999999998,0
0.04,0.015,0.09,0.0,0.0,0.0,0.9633333333333338,2.0666666666666664,0
0.075,0.035,0.125,0.0,0.0,0.0,1.2663636363636366,1.7636363636363637,0
0.085,0.01,0.02,0.0,0.0,0.0,0.2163636363636363,2.813636363636364,0
0.58,0.02,0.165,0.0,0.0,0.0,1.1307843137254903,4.1607843137254905,2
0.015,0.005,0.005,0.0,0.0,0.0,0.3766666666666669,2.6533333333333333,0
0.035,0.015,0.025,0.0,0.0,0.0,3.105862068965517,0.07586206896551673,0
0.035,0.015,0.065,0.0,0.0,0.0,0.5834246575342465,2.4465753424657537,0
0.04,0.005,0.025,0.1256659189860026,0.0,0.1256659189860026,2.765483870967742,0.2645161290322582,0
0.04,0.01,0.025,0.0,0.0,0.0,2.765483870967742,0.2645161290322582,0
0.03,0.01,0.02,0.0,0.0,0.0,2.5175,0.5125000000000002,0
0.04,0.01,0.025,0.0,0.0,0.0,2.700967741935484,0.3290322580645162,0
0.035,0.01,0.015,0.0,0.0,0.0,2.700967741935484,0.3290322580645162,0
0.01,0.02,0.07,0.0,0.10513695610894097,0.10513695610894097,1.1262962962962968,1.9037037037037035,0
0.04,0.015,0.03,0.0,0.0,0.0,2.8966666666666665,0.13333333333333375,0
0.04,0.015,0.03,0.0,0.0,0.0,2.8966666666666665,0.13333333333333375,0
0.03,0.01,0.02,0.0,0.0,0.0,2.5175,0.5125000000000002,0
0.04,0.015,0.025,0.0,0.0,0.0,2.700967741935484,0.3290322580645162,0
0.04,0.01,0.025,0.0,0.0,0.0,3.105862068965517,0.07586206896551673,0
0.04,0.01,0.025,0.0,0.0,0.0,3.036896551724138,0.006896551724137723,0
0.28,0.01,0.155,0.16950132581922744,0.035331471761067705,0.13416985405815973,3.428290598290598,0.39829059829059776,2
0.06,0.04,0.14,0.035331471761067705,0.0,0.035331471761067705,0.48,2.5500000000000003,0
0.05,0.015,0.085,0.0,0.0,0.0,1.00910447761194,2.0208955223880603,0
0.075,0.025,0.125,0.0,0.0,0.0,1.396037735849057,1.6339622641509433,0
0.05,0.01,0.015,0.10513695610894097,0.0,0.10513695610894097,0.5691304347826089,2.4608695652173913,0
0.035,0.01,0.02,0.0,0.0,0.0,2.8966666666666665,0.13333333333333375,0
0.04,0.015,0.03,0.0,0.0,0.0,2.5175,0.5125000000000002,0
0.035,0.005,0.025,0.0,0.0,0.0,3.174827586206897,0.14482758620689662,0
0.035,0.01,0.02,0.0,0.0,0.0,3.4014285714285712,0.371428571428571,0
0.035,0.0,0.005,0.0,0.0,0.0,4.639523809523809,1.6095238095238091,1
0.035,0.01,0.02,0.0,0.0,0.0,3.33,0.2999999999999998,0
0.07,0.025,0.125,0.0,0.0,0.0,1.396037735849057,1.6339622641509433,0
0.035,0.015,0.02,0.0,0.0,0.0,2.8966666666666665,0.13333333333333375,0
0.04,0.0,0.0,0.0,0.0,0.0,4.375454545454546,1.3454545454545457,1
0.04,0.015,0.025,0.0,0.0,0.0,2.700967741935484,0.3290322580645162,0
0.035,0.015,0.015,0.0,0.0,0.0,3.105862068965517,0.07586206896551673,0
0.04,0.01,0.015,0.0,0.0,0.0,2.700967741935484,0.3290322580645162,0
0.035,0.015,0.075,0.0,0.0,0.0,0.9611475409836068,2.0688524590163935,0
0.035,0.01,0.025,0.0,0.0,0.0,2.700967741935484,0.3290322580645162,0
0.045,0.015,0.055,0.0,0.0,0.0,1.3633333333333333,1.666666666666667,0
0.04,0.005,0.005,0.0,0.0,0.0,4.047391304347826,1.017391304347826,1
0.02,0.0,0.0,0.0,0.0,0.0,0.45857142857142863,2.5714285714285716,0
0.05,0.0,0.02,0.0,0.10513695610894097,0.10513695610894097,2.33,0.7000000000000002,1
0.04,0.015,0.02,0.0,0.0,0.0,2.8966666666666665,0.13333333333333375,0
0.08,0.005,0.015,0.0,0.09033448961046008,0.09033448961046008,0.20078651685393245,2.829213483146068,0
0.49,0.025,0.19,0.0,0.20483275519476996,0.20483275519476996,4.015185185185185,0.9851851851851849,2
0.035,0.01,0.015,0.0,0.0,0.0,3.105862068965517,0.07586206896551673,0
0.105,0.005,0.005,0.10513695610894097,0.09033448961046008,0.014802466498480903,0.1343478260869566,2.8956521739130436,1
0.745,0.025,0.19,0.09033448961046008,0.0,0.09033448961046008,0.8366666666666664,3.8666666666666667,2
0.035,0.015,0.015,0.0,0.0,0.0,3.105862068965517,0.07586206896551673,0
0.13,0.005,0.015,0.12566587660047743,0.10513695610894097,0.02052892049153646,0.33617283950617294,2.6938271604938273,0
0.555,0.025,0.15,0.10513695610894097,0.0,0.10513695610894097,0.2533333333333334,3.2833333333333337,2
0.04,0.005,0.005,0.0,0.0,0.0,4.047391304347826,1.017391304347826,1
0.01,0.0,0.01,0.0,0.0,0.0,0.45162162162162156,2.5783783783783787,0
0.01,0.005,0.005,0.0,0.0,0.0,0.10683615819209047,2.92316384180791,0
0.01,0.0,0.005,0.0,0.0,0.0,0.1843307086614172,2.845669291338583,0
0.015,0.01,0.025,0.0,0.0,0.0,3.2003703703703703,0.17037037037037006,0
0.01,0.005,0.045,0.0,0.0,0.0,2.3451515151515157,0.6848484848484846,0
0.01,0.0,0.0,0.0,0.0,0.0,0.08842696629213487,2.9415730337078654,0
0.4,0.05,0.385,0.0,0.1256659189860026,0.1256659189860026,0.2591089108910891,3.2891089108910894,2
0.03,0.01,0.025,0.0,0.0,0.0,0.6021518987341774,2.427848101265823,0
0.005,0.0,0.03,0.0,0.0,0.0,2.3594117647058823,0.6705882352941179,0
0.01,0.005,0.0,0.0,0.0,0.0,0.08287356321839079,2.9471264367816095,0
0.0,0.005,0.025,0.07044652303059896,0.0,0.07044652303059896,1.9582051282051287,1.0717948717948715,0
0.015,0.005,0.005,0.0,0.0,0.0,0.15374100719424488,2.8762589928057554,0
0.015,0.005,0.035,0.0,0.0,0.0,1.9582051282051287,1.0717948717948715,0
0.01,0.005,0.005,0.0,0.0,0.0,0.10683615819209047,2.92316384180791,0
0.395,0.05,0.385,0.0,0.0,0.0,0.2003030303030302,3.2303030303030305,2
0.01,0.01,0.025,0.0,0.0,0.0,2.636451612903226,0.3935483870967742,0
0.02,0.005,0.035,0.0,0.0,0.0,2.3451515151515157,0.6848484848484846,0
0.005,0.005,0.02,0.0,0.0,0.0,3.258571428571429,0.22857142857142865,0
0.015,0.0,0.005,0.0,0.0,0.0,0.14428571428571457,2.8857142857142857,0
0.395,0.05,0.385,0.0,0.20483275519476996,0.20483275519476996,0.2003030303030302,3.2303030303030305,2
0.01,0.01,0.02,0.0,0.0,0.0,2.9728571428571433,0.05714285714285694,0
0.015,0.01,0.025,0.0,0.0,0.0,3.3817241379310348,0.3517241379310345,0
0.005,0.005,0.01,0.0,0.0,0.0,2.83,0.20000000000000018,0
0.015,0.005,0.005,0.0,0.0,0.0,0.10683615819209047,2.92316384180791,0
0.395,0.055,0.39,0.0,0.0,0.0,0.25,3.2800000000000002,2
0.01,0.005,0.005,0.0,0.0,0.0,3.023548387096774,0.006451612903226156,0
0.005,0.01,0.02,0.0,0.0,0.0,2.83,0.20000000000000018,0
0.01,0.005,0.005,0.0,0.0,0.0,0.10683615819209047,2.92316384180791,0
0.4,0.05,0.38,0.0,0.0,0.0,0.22999999999999998,3.2600000000000002,2
0.015,0.0,0.02,0.0,0.0,0.0,2.7675,0.2625000000000002,0
0.01,0.0,0.0,0.0,0.0,0.0,0.08842696629213487,2.9415730337078654,0
0.395,0.05,0.39,0.0,0.15595827102661133,0.15595827102661133,0.22999999999999998,3.2600000000000002,2
0.005,0.005,0.02,0.0,0.0,0.0,2.83,0.20000000000000018,0
0.01,0.005,0.005,0.0,0.0,0.0,0.2636283185840709,2.7663716814159294,0
0.01,0.0,0.0,0.0,0.0,0.0,0.12545454545454549,2.9045454545454548,0
0.4,0.05,0.385,0.0,0.0,0.0,0.2003030303030302,3.2303030303030305,2
0.01,0.005,0.035,0.0,0.0,0.0,3.105862068965517,0.07586206896551673,0
0.01,0.0,0.0,0.0,0.0,0.0,0.11048780487804866,2.9195121951219516,0
0.335,0.045,0.375,0.0,0.29516722361246744,0.29516722361246744,0.04640449438202232,3.0764044943820226,2
0.015,0.01,0.035,0.0,0.0,0.0,2.073243243243243,0.9567567567567572,0
0.01,0.01,0.03,0.0,0.0,0.0,2.8966666666666665,0.13333333333333375,0
0.025,0.005,0.03,0.0,0.0,0.0,1.612608695652174,1.4173913043478263,0
0.015,0.005,0.03,0.0,0.0,0.0,2.163333333333333,0.8666666666666671,0
0.005,0.0,0.0,0.0,0.0,0.0,2.963333333333334,0.06666666666666643,0
0.03,0.005,0.025,0.0,0.0,0.0,0.689154929577465,2.340845070422535,0
0.0,0.005,0.005,0.0,0.0,0.0,3.105862068965517,0.07586206896551673,0
0.01,0.005,0.01,0.0,0.0,0.0,0.280980392156863,2.7490196078431373,0
0.005,0.01,0.035,0.0,0.0,0.0,2.2354054054054053,0.7945945945945949,0
0.02,0.01,0.03,0.0,0.12566587660047743,0.12566587660047743,3.83,0.7999999999999998,0
0.01,0.0,0.0,0.0,0.0,0.0,0.07719101123595529,2.952808988764045,0
0.395,0.045,0.39,0.0,0.0,0.0,0.22999999999999998,3.2600000000000002,2
0.02,0.01,0.03,0.0,0.0,0.0,3.0442857142857145,0.014285714285714235,0
0.0,0.0,0.005,0.0,0.0,0.0,3.105862068965517,0.07586206896551673,0
0.015,0.005,0.03,0.0,0.0,0.0,2.58,0.4500000000000002,0
0.01,0.005,0.0,0.0,0.0,0.0,0.07719101123595529,2.952808988764045,0
0.005,0.005,0.055,0.0,0.0,0.0,2.83,0.20000000000000018,0
0.01,0.005,0.025,0.0,0.0,0.0,3.036896551724138,0.006896551724137723,0
0.01,0.01,0.025,0.0,0.0,0.0,3.2744444444444447,0.24444444444444446,0
0.02,0.005,0.03,0.0,0.0,0.0,2.3925,0.6375000000000002,0
0.025,0.01,0.02,0.0,0.0,0.0,1.7347619047619052,1.295238095238095,0
0.015,0.0,0.005,0.0,0.0,0.0,0.07022346368715082,2.9597765363128494,0
0.395,0.05,0.395,0.0,0.1256659189860026,0.1256659189860026,0.2591089108910891,3.2891089108910894,2
0.005,0.01,0.02,0.0,0.0,0.0,3.258571428571429,0.22857142857142865,0
0.005,0.005,0.015,0.0,0.0,0.0,2.6481818181818184,0.38181818181818183,0
0.025,0.01,0.025,0.0,0.0,0.0,0.5311494252873565,2.4988505747126437,0
0.0,0.015,0.025,0.0,0.09033448961046008,0.09033448961046008,3.2744444444444447,0.24444444444444446,0
0.015,0.01,0.03,0.0,0.0,0.0,2.5175,0.5125000000000002,0
0.01,0.005,0.005,0.0,0.0,0.0,0.09553672316384176,2.9344632768361585,0
0.395,0.055,0.39,0.0,0.0,0.0,0.22999999999999998,3.2600000000000002,2
0.03,0.01,0.02,0.0,0.0,0.0,0.9267741935483871,2.103225806451613,0
0.005,0.005,0.0,0.0,0.0,0.0,0.08842696629213487,2.9415730337078654,0
0.395,0.055,0.39,0.0,0.0,0.0,0.25,3.2800000000000002,2
0.005,0.01,0.045,0.0,0.0,0.0,2.073243243243243,0.9567567567567572,0
0.005,0.005,0.02,0.0,0.0,0.0,2.83,0.20000000000000018,0
0.01,0.01,0.02,0.0,0.0,0.0,2.5175,0.5125000000000002,0
0.005,0.01,0.01,0.0,0.0,0.0,1.996666666666667,1.0333333333333332,0
0.0,0.0,0.0,0.0,0.0,0.0,3.214615384615385,0.18461538461538485,0
0.01,0.0,0.0,0.0,0.0,0.0,0.11409090909090924,2.915909090909091,0
0.395,0.045,0.385,0.0,0.0,0.0,0.2003030303030302,3.2303030303030305,2
