bounding_rect_ratio rotated_rect_angle greyscale point_area bingo
0.3333333333333333 0.05292943318684896 0.7158730158730159 0.123046875 1
0.23529411764705882 0.0 0.7044593364772069 0.11572265625 1
0.48484848484848486 0.15595821804470486 0.7487254901960785 0.13671875 1
0.3939393939393939 0.11449830796983507 0.6978616961187767 0.11865234375 1
0.3333333333333333 0.0 0.7072941176470589 0.0732421875 0
0.5454545454545454 0.0 0.7313466355705278 0.11083984375 0
1.52 0.6695013046264648 0.7190888119953864 0.19921875 0
2.1666666666666665 0.7337501525878907 0.5959694989106754 0.03515625 0
1.8333333333333333 0.7048327763875325 0.47667698658410734 0.037109375 0
0.3055555555555556 0.0 0.7284937096225773 0.1689453125 1
0.3 0.048874579535590275 0.6798375916022975 0.0966796875 1
0.9166666666666666 0.0 0.7152785866821976 0.04931640625 0
0.2222222222222222 0.0634510358174642 0.4494746421775461 0.11572265625 0
0.2 0.0 0.6552091804463721 0.10595703125 1
0.34285714285714286 0.03973704973856608 0.6984313725490195 0.1318359375 0
2.3333333333333335 0.7951672236124675 0.7059803921568628 0.09765625 0
0.4444444444444444 0.17717107137044272 0.7169798068481124 0.16357421875 1
0.21875 0.05292943318684896 0.6087081891580162 0.06640625 1
0.3684210526315789 0.0 0.7059488202060485 0.0576171875 0
0.8888888888888888 0.5 0.7208793820558526 0.08056640625 0
0.36363636363636365 0.07916683620876735 0.5858024691358025 0.052734375 0
0.3333333333333333 0.09969584147135417 0.4543473955238661 0.0966796875 0
0.2076923076923077 0.11004647148980035 0.3954098114341522 0.2548828125 0
0.4375 0.20483279758029513 0.6853507625272331 0.10986328125 1
0.29411764705882354 0.09717958238389757 0.7090352941176471 0.1220703125 1
3.0 1.0 0.7029411764705882 0.08984375 0
0.4444444444444444 0.20483279758029513 0.7433823529411765 0.1328125 1
0.38461538461538464 0.13438618977864583 0.715274064171123 0.171875 1
0.4 0.19282251993815105 0.5270487682252387 0.0380859375 1
2.5625 0.8178939819335938 0.6857556561085972 0.15869140625 0
0.64 0.17249009874131943 0.7432506887052343 0.1181640625 0
1.0588235294117647 0.5 0.43248463564530293 0.09814453125 0
1.0 0.4385828653971354 0.40863309352517985 0.06787109375 0
0.6666666666666666 0.39181124369303383 0.432081516418973 0.6455078125 0
0.7916666666666666 0.3743340386284722 0.42129593559278017 0.07373046875 0
2.75 0.8820038371615939 0.7318650250797993 0.2099609375 0
8.25 0.9602629502614339 0.5625461778914465 0.03369140625 0
0.4482758620689655 0.09033446841769749 0.7224400871459695 0.10986328125 1
0.41379310344827586 0.0 0.7315337093741606 0.142578125 1
0.3333333333333333 0.045395745171440974 0.6396265172735761 0.05126953125 0
0.45 0.17717107137044272 0.5017990701435213 0.04736328125 0
0.2857142857142857 0.0 0.7344975490196078 0.15625 1
0.3235294117647059 0.11449829737345378 0.6814139740403203 0.10400390625 1
0.47619047619047616 0.09033448961046008 0.6751510667159946 0.07763671875 0
0.6666666666666666 0.26624993218315973 0.6300384071154235 0.04736328125 0
0.42105263157894735 0.1256659189860026 0.6152337858220212 0.05078125 0
0.3181818181818182 0.07044657071431477 0.5897004955828485 0.04443359375 0
0.2972972972972973 0.05292943318684896 0.6807950577491271 0.142578125 1
1.0 0.5 0.679843137254902 0.0732421875 0
0.47368421052631576 0.0 0.6694295900178253 0.064453125 0
0.48484848484848486 0.20483279758029513 0.7093137254901961 0.12890625 1
0.38235294117647056 0.09033448961046008 0.6761528326745718 0.12353515625 1
0.5833333333333334 0.2662498474121094 0.6856553147574819 0.08349609375 0
0.5789473684210527 0.29516722361246744 0.6637185370602142 0.06884765625 0
0.2903225806451613 0.03347540961371528 0.7016946144973826 0.10791015625 1
0.5357142857142857 0.19003033108181425 0.6889625333701556 0.10400390625 1
0.42857142857142855 0.20483279758029513 0.6935049019607843 0.125 1
