bounding_rect_ratio rotated_rect_angle greyscale point_area bingo
0.3103448275862069 0.0 0.0 0.09716796875 0
0.32142857142857145 0.0 0.0 0.1025390625 0
0.3125 0.0 0.0 0.02783203125 0
0.4444444444444444 0.0 0.0 0.0556640625 0
0.3333333333333333 3.47041471455839e-05 0.07044657601250542 0.05517578125 0
0.275 0.00014660069635330766 0.0 0.15673828125 0
0.2962962962962963 0.0 0.07916683620876735 0.064453125 0
2.8181818181818183 0.0 0.7951672024197048 0.07861328125 0
0.3333333333333333 0.00011098779134295228 0.0 0.0517578125 0
0.4090909090909091 0.00010744023636852 0.0 0.0712890625 0
0.5 0.0005919348871624121 0.0 0.02587890625 0
0.47368421052631576 0.00026737967914438503 0.0 0.064453125 0
0.5 0.00030165912518853697 0.0 0.05078125 0
0.4117647058823529 0.0002063983488132095 0.0 0.04638671875 0
0.2962962962962963 0.00023847376788553262 0.0 0.072265625 0
0.4166666666666667 0.00023767082590612002 0.15595821804470486 0.064453125 0
2.75 0.0012805122048819527 0.8228289392259386 0.0478515625 0
0.24242424242424243 0.00015303682448589192 0.0 0.10009765625 0
0.2894736842105263 0.00022933149868134388 0.0 0.1669921875 0
0.28125 5.0276520864756156e-05 0.0 0.1142578125 0
0.3125 0.0001265022137887413 0.0 0.12109375 0
0.4 0.00020371785077667433 0.0 0.03759765625 0
0.35 6.325110689437066e-05 0.0 0.060546875 0
1.9090909090909092 0.0005202080832332934 1.0 0.0478515625 0
0.42857142857142855 0.0009364940005853088 0.0 0.03271484375 0
0.5 0.0011648223645894002 0.0 0.04931640625 0
0.34210526315789475 0.00018610834164174144 0.09033448961046008 0.14404296875 0
1.7692307692307692 0.00017559262510974537 0.7048327763875325 0.0654296875 0
1.0625 0.0 1.0 0.1025390625 0
0.20618556701030927 7.384772090654443e-05 0.0 0.751953125 0
0.19387755102040816 8.369951872776732e-05 0.0 0.77783203125 0
0.6666666666666666 0.0 0.1256659189860026 0.04931640625 0
0.5 0.0 0.0 0.03369140625 0
0.3225806451612903 0.0 0.0 0.12158203125 0
0.3103448275862069 0.0 0.0 0.10009765625 0
0.4 0.00020008003201280514 0.0 0.095703125 0
0.32 0.00028011204481792715 0.0 0.0751953125 0
0.29411764705882354 3.0637254901960784e-05 0.0 0.125 0
0.3125 2.8624588521540003e-05 0.0 0.1337890625 0
0.35 0.0 0.0 0.0556640625 0
0.37037037037037035 4.0638016864777e-05 0.0 0.09423828125 0
0.4444444444444444 0.0 0.0 0.05078125 0
0.38095238095238093 0.0 0.0 0.06396484375 0
