bounding_rect.y_diff,bounding_rect.width_diff,bounding_rect.height_diff,rotated_rect.rotated_angle_left,rotated_rect.rotated_angle_right,rotated_rect.rotated_angle_diff,contour_feature.ratio_small,contour_feature.ratio_large
-4.0497975,-0.21864343,-3.0421894,0.15878956,-0.15074883,1.4689171,-0.34319532,0.70955956,0.2618065,-1.0821052,-0.586332,-1.2153966,-1.6121087,-1.5556558,-3.1152973,0.08538967,-1.1049833,1.5652727,5.4734406,0.82258624,4.16846,1.0035264,1.6038452,1.5418917,0.6953222,0.42709285,-1.7124527
